"WEEK","VEND","UPC","UNITS","DOLLARS","F","D","VOL_EQ","PPU"
25,99998,"88-02-99998-35369",33,82.5,"NONE",0,1,2.5
25,99998,"88-02-99998-35182",13,21.97,"NONE",0,1.125,1.69
25,99998,"88-02-99998-35364",50,89.5,"B",1,1.125,1.79
25,99998,"88-02-99998-35365",18,34.02,"NONE",0,1.0812,1.89
25,99998,"88-02-99998-35347",12,21.48,"B",0,1.125,1.79
25,99998,"88-02-99998-35276",36,90,"NONE",0,1,2.5
25,99998,"88-02-99998-35373",27,80.65,"NONE",0,1.125,2.98703703703704
25,99998,"88-02-99998-35197",17,30.43,"B",0,1.125,1.79
25,99998,"88-02-99998-35483",6,10.14,"NONE",0,1.125,1.69
25,99998,"88-02-99998-35374",12,35.88,"NONE",0,1.125,2.99
26,45300,"00-01-45300-00542",10,19.9,"NONE",0,1.0187,1.99
26,45300,"00-01-45300-00549",14,27.86,"NONE",0,1.0187,1.99
26,45300,"00-01-45300-00540",6,11.94,"NONE",0,1.0187,1.99
26,51500,"00-01-51500-00055",6,17.34,"NONE",0,1.125,2.89
26,51500,"00-01-51500-25525",5,11.1,"NONE",0,1.125,2.22
26,51500,"00-02-51500-24128",73,161.95,"NONE",0,1.125,2.21849315068493
26,51500,"00-01-51500-25544",47,104.34,"NONE",0,1.125,2.22
26,51500,"00-01-51500-24320",36,79.92,"NONE",0,1.125,2.22
26,51500,"00-01-51500-25545",23,51.06,"NONE",0,1.125,2.22
26,51500,"00-01-51500-24135",16,35.52,"NONE",0,1.125,2.22
26,51500,"00-05-51500-24136",4,12.36,"NONE",0,0.75,3.09
26,51500,"00-01-51500-24334",5,15.45,"NONE",0,0.8438,3.09
26,51500,"00-01-51500-72000",16,35.52,"NONE",0,1.0812,2.22
26,51500,"00-01-51500-01700",27,80.73,"NONE",0,1,2.99
26,79311,"00-01-79311-00004",27,72.47,"NONE",0,1,2.68407407407407
26,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
26,51087,"08-01-51087-00005",1,2.34,"NONE",0,1,2.34
26,33776,"00-03-33776-10035",10,34.9,"NONE",0,1,3.49
26,33776,"00-01-33776-10030",17,59.22,"NONE",0,1,3.48352941176471
26,51651,"00-01-51651-09235",7,34.93,"NONE",0,1,4.99
26,48001,"00-01-48001-00643",175,292.25,"B",0,1.0187,1.67
26,48001,"00-01-48001-00641",42,70.14,"B",0,1.0187,1.67
26,48001,"00-01-48001-00687",91,151.97,"B",0,0.9375,1.67
26,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
26,99998,"88-02-99998-35369",9,23.64,"NONE",0,1,2.62666666666667
26,99998,"88-02-99998-35182",11,18.59,"NONE",0,1.125,1.69
26,99998,"88-02-99998-35364",51,92.49,"NONE",0,1.125,1.81352941176471
26,99998,"88-02-99998-35365",8,15.62,"NONE",0,1.0812,1.9525
26,99998,"88-02-99998-35347",4,7.96,"NONE",0,1.125,1.99
26,99998,"88-02-99998-35276",22,58.23,"NONE",0,1,2.64681818181818
26,99998,"88-02-99998-35373",19,60.01,"NONE",0,1.125,3.15842105263158
26,99998,"88-02-99998-35197",24,42.92,"NONE",0,1.125,1.78833333333333
26,99998,"88-02-99998-35483",3,5.07,"NONE",0,1.125,1.69
26,99998,"88-02-99998-35374",7,22.13,"NONE",0,1.125,3.16142857142857
27,45300,"00-01-45300-00542",5,9.95,"NONE",0,1.0187,1.99
27,45300,"00-01-45300-00549",15,29.85,"NONE",0,1.0187,1.99
27,45300,"00-01-45300-00540",2,3.98,"NONE",0,1.0187,1.99
27,51500,"00-01-51500-00055",12,34.68,"NONE",0,1.125,2.89
27,51500,"00-01-51500-25525",9,19.98,"NONE",0,1.125,2.22
27,51500,"00-02-51500-24128",77,170.93,"NONE",0,1.125,2.21987012987013
27,51500,"00-01-51500-25544",40,88.8,"NONE",0,1.125,2.22
27,51500,"00-01-51500-24320",32,71.04,"NONE",0,1.125,2.22
27,51500,"00-01-51500-25545",23,51.06,"NONE",0,1.125,2.22
27,51500,"00-01-51500-24135",25,55.5,"NONE",0,1.125,2.22
27,51500,"00-05-51500-24136",5,15.45,"NONE",0,0.75,3.09
27,51500,"00-01-51500-72000",12,26.64,"NONE",0,1.0812,2.22
27,51500,"00-01-51500-01700",29,86.71,"NONE",0,1,2.99
27,79311,"00-01-79311-00004",21,35.07,"B",0,1,1.67
27,79311,"00-02-79311-00003",66,110.22,"B",0,1,1.67
27,51087,"08-01-51087-00005",6,14.04,"NONE",0,1,2.34
27,33776,"00-03-33776-10035",8,27.92,"NONE",0,1,3.49
27,33776,"00-01-33776-10030",21,73.29,"NONE",0,1,3.49
27,51651,"00-01-51651-09235",3,14.97,"NONE",0,1,4.99
27,48001,"00-01-48001-00643",173,297.75,"NONE",0,1.0187,1.72109826589595
27,48001,"00-01-48001-00641",40,69.77,"NONE",0,1.0187,1.74425
27,48001,"00-01-48001-00687",85,152.3,"NONE",0,0.9375,1.79176470588235
27,99998,"88-02-99998-35369",15,40.35,"NONE",0,1,2.69
27,99998,"88-02-99998-35182",10,16.9,"NONE",0,1.125,1.69
27,99998,"88-02-99998-35364",29,57.71,"NONE",0,1.125,1.99
27,99998,"88-02-99998-35365",6,11.83,"NONE",0,1.0812,1.97166666666667
27,99998,"88-02-99998-35347",7,13.83,"NONE",0,1.125,1.97571428571429
27,99998,"88-02-99998-35276",7,18.83,"NONE",0,1,2.69
27,99998,"88-02-99998-35373",28,89.32,"NONE",0,1.125,3.19
27,99998,"88-02-99998-35197",13,25.87,"NONE",0,1.125,1.99
27,99998,"88-02-99998-35483",4,6.76,"NONE",0,1.125,1.69
27,99998,"88-02-99998-35374",10,31.9,"NONE",0,1.125,3.19
28,45300,"00-01-45300-00542",4,7.96,"NONE",0,1.0187,1.99
28,45300,"00-01-45300-00549",14,27.86,"NONE",0,1.0187,1.99
28,45300,"00-01-45300-00540",4,7.96,"NONE",0,1.0187,1.99
28,51500,"00-01-51500-00055",9,26.01,"NONE",0,1.125,2.89
28,51500,"00-01-51500-25525",16,32,"B",0,1.125,2
28,51500,"00-02-51500-24128",178,356,"B",1,1.125,2
28,51500,"00-01-51500-25544",62,124,"B",0,1.125,2
28,51500,"00-01-51500-24320",49,98,"B",1,1.125,2
28,51500,"00-01-51500-25545",30,60,"B",0,1.125,2
28,51500,"00-01-51500-24135",45,90,"B",0,1.125,2
28,51500,"00-05-51500-24136",9,27.81,"NONE",0,0.75,3.09
28,51500,"00-01-51500-72000",32,64,"B",0,1.0812,2
28,51500,"00-01-51500-01700",15,44.85,"NONE",0,1,2.99
28,79311,"00-01-79311-00004",46,82.84,"NONE",0,1,1.80086956521739
28,79311,"00-02-79311-00003",69,126.32,"NONE",0,1,1.83072463768116
28,51087,"08-01-51087-00005",4,9.36,"NONE",0,1,2.34
28,33776,"00-03-33776-10035",5,17.45,"NONE",0,1,3.49
28,33776,"00-01-33776-10030",10,34.9,"NONE",1,1,3.49
28,51651,"00-01-51651-09235",1,4.99,"NONE",0,1,4.99
28,48001,"00-01-48001-00643",26,82.94,"NONE",0,1.0187,3.19
28,48001,"00-01-48001-00641",4,12.76,"NONE",0,1.0187,3.19
28,48001,"00-01-48001-00687",39,124.41,"NONE",0,0.9375,3.19
28,99998,"88-02-99998-35369",20,53.8,"NONE",0,1,2.69
28,99998,"88-02-99998-35182",13,21.97,"NONE",0,1.125,1.69
28,99998,"88-02-99998-35364",41,81.59,"NONE",0,1.125,1.99
28,99998,"88-02-99998-35365",13,25.87,"NONE",0,1.0812,1.99
28,99998,"88-02-99998-35347",3,5.97,"NONE",0,1.125,1.99
28,99998,"88-02-99998-35276",22,59.18,"NONE",0,1,2.69
28,99998,"88-02-99998-35373",12,38.28,"NONE",0,1.125,3.19
28,99998,"88-02-99998-35197",11,21.89,"NONE",0,1.125,1.99
28,99998,"88-02-99998-35483",8,13.52,"NONE",0,1.125,1.69
28,99998,"88-02-99998-35374",7,22.33,"NONE",0,1.125,3.19
29,45300,"00-01-45300-00542",12,23.88,"NONE",0,1.0187,1.99
29,45300,"00-01-45300-00549",15,29.85,"NONE",0,1.0187,1.99
29,45300,"00-01-45300-00540",5,9.95,"NONE",0,1.0187,1.99
29,51500,"00-01-51500-00055",11,31.79,"NONE",0,1.125,2.89
29,51500,"00-01-51500-25525",17,34.88,"NONE",0,1.125,2.05176470588235
29,51500,"00-02-51500-24128",166,339.48,"NONE",0,1.125,2.04506024096386
29,51500,"00-01-51500-25544",80,163.74,"NONE",0,1.125,2.04675
29,51500,"00-01-51500-24320",57,117.52,"NONE",0,1.125,2.06175438596491
29,51500,"00-01-51500-25545",28,57.76,"NONE",0,1.125,2.06285714285714
29,51500,"00-01-51500-24135",35,70.88,"NONE",0,1.125,2.02514285714286
29,51500,"00-01-51500-72000",29,60.2,"NONE",0,1.0812,2.07586206896552
29,51500,"00-01-51500-01700",33,98.67,"NONE",0,1,2.99
29,79311,"00-02-79311-00003",14,37.66,"NONE",0,1,2.69
29,51087,"08-01-51087-00005",1,2.34,"NONE",0,1,2.34
29,33776,"00-03-33776-10035",3,10.47,"NONE",0,1,3.49
29,33776,"00-01-33776-10030",15,52.35,"NONE",0,1,3.49
29,51651,"00-01-51651-09235",5,24.95,"NONE",0,1,4.99
29,48001,"00-01-48001-00643",18,57.42,"NONE",0,1.0187,3.19
29,48001,"00-01-48001-00641",7,22.33,"NONE",0,1.0187,3.19
29,48001,"00-01-48001-00687",27,86.13,"NONE",0,0.9375,3.19
29,72457,"00-01-72457-66011",2,6,"NONE",0,0.75,3
29,99998,"88-02-99998-35369",18,48.42,"NONE",0,1,2.69
29,99998,"88-02-99998-35182",14,23.66,"NONE",0,1.125,1.69
29,99998,"88-02-99998-35364",22,43.78,"NONE",0,1.125,1.99
29,99998,"88-02-99998-35365",3,5.97,"NONE",0,1.0812,1.99
29,99998,"88-02-99998-35347",7,13.93,"NONE",0,1.125,1.99
29,99998,"88-02-99998-35276",17,45.73,"NONE",0,1,2.69
29,99998,"88-02-99998-35373",15,47.85,"NONE",0,1.125,3.19
29,99998,"88-02-99998-35197",12,23.88,"NONE",0,1.125,1.99
29,99998,"88-02-99998-35483",5,8.45,"NONE",0,1.125,1.69
29,99998,"88-02-99998-35374",7,22.33,"NONE",0,1.125,3.19
30,45300,"00-01-45300-00542",8,15.92,"NONE",0,1.0187,1.99
30,45300,"00-01-45300-00549",12,23.88,"NONE",0,1.0187,1.99
30,45300,"00-01-45300-00540",5,9.95,"NONE",0,1.0187,1.99
30,51500,"00-01-51500-00055",7,20.23,"NONE",0,1.125,2.89
30,51500,"00-01-51500-25525",5,11.1,"NONE",0,1.125,2.22
30,51500,"00-02-51500-24128",74,164.28,"NONE",0,1.125,2.22
30,51500,"00-01-51500-25544",36,79.92,"NONE",0,1.125,2.22
30,51500,"00-01-51500-24320",29,64.38,"NONE",0,1.125,2.22
30,51500,"00-01-51500-25545",16,35.52,"NONE",0,1.125,2.22
30,51500,"00-01-51500-24135",16,35.52,"NONE",0,1.125,2.22
30,51500,"00-01-51500-72000",17,37.74,"NONE",0,1.0812,2.22
30,51500,"00-01-51500-01700",25,74.75,"NONE",0,1,2.99
30,79311,"00-01-79311-00004",7,18.83,"NONE",0,1,2.69
30,79311,"00-02-79311-00003",29,74.95,"NONE",0,1,2.58448275862069
30,51087,"08-01-51087-00006",8,37.52,"NONE",0,1,4.69
30,33776,"00-03-33776-10035",11,38.39,"NONE",0,1,3.49
30,33776,"00-01-33776-10030",6,20.94,"NONE",0,1,3.49
30,51651,"00-01-51651-09235",4,19.96,"NONE",0,1,4.99
30,48001,"00-01-48001-00643",308,383.78,"A",1,1.0187,1.24603896103896
30,48001,"00-01-48001-00641",106,141.26,"A",0,1.0187,1.33264150943396
30,48001,"00-01-48001-00687",175,252.85,"NONE",1,0.9375,1.44485714285714
30,72457,"00-01-72457-66011",2,6,"NONE",0,0.75,3
30,99998,"88-02-99998-35369",34,85.26,"NONE",0,1,2.50764705882353
30,99998,"88-02-99998-35182",11,18.59,"NONE",0,1.125,1.69
30,99998,"88-02-99998-35364",23,45.77,"NONE",0,1.125,1.99
30,99998,"88-02-99998-35365",9,16.31,"NONE",0,1.0812,1.81222222222222
30,99998,"88-02-99998-35347",27,48.73,"NONE",0,1.125,1.80481481481481
30,99998,"88-02-99998-35276",28,69.92,"NONE",0,1,2.49714285714286
30,99998,"88-02-99998-35373",23,73.37,"NONE",0,1.125,3.19
30,99998,"88-02-99998-35197",16,31.84,"NONE",0,1.125,1.99
30,99998,"88-02-99998-35483",4,6.76,"NONE",0,1.125,1.69
30,99998,"88-02-99998-35374",5,15.95,"NONE",0,1.125,3.19
31,45300,"00-01-45300-00542",2,3.98,"NONE",0,1.0187,1.99
31,45300,"00-01-45300-00549",13,25.87,"NONE",0,1.0187,1.99
31,45300,"00-01-45300-00540",8,15.92,"NONE",0,1.0187,1.99
31,51500,"00-01-51500-00055",5,14.45,"NONE",0,1.125,2.89
31,51500,"00-01-51500-25525",17,37.74,"NONE",0,1.125,2.22
31,51500,"00-02-51500-24128",73,162.06,"NONE",0,1.125,2.22
31,51500,"00-01-51500-25544",35,77.7,"NONE",0,1.125,2.22
31,51500,"00-01-51500-24320",32,71.04,"NONE",0,1.125,2.22
31,51500,"00-01-51500-25545",10,22.2,"NONE",0,1.125,2.22
31,51500,"00-01-51500-24135",17,37.74,"NONE",0,1.125,2.22
31,51500,"00-01-51500-72000",11,24.42,"NONE",0,1.0812,2.22
31,51500,"00-01-51500-01700",17,50.83,"NONE",0,1,2.99
31,79311,"00-01-79311-00004",6,16.14,"NONE",0,1,2.69
31,79311,"00-02-79311-00003",13,34.97,"NONE",0,1,2.69
31,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
31,33776,"00-03-33776-10035",11,38.39,"NONE",0,1,3.49
31,33776,"00-01-33776-10030",16,55.84,"NONE",0,1,3.49
31,51651,"00-01-51651-09235",10,49.9,"NONE",0,1,4.99
31,48001,"00-01-48001-00643",166,208.83,"NONE",0,1.0187,1.25801204819277
31,48001,"00-01-48001-00641",99,134.07,"NONE",0,1.0187,1.35424242424242
31,48001,"00-01-48001-00687",165,234.9,"NONE",0,0.9375,1.42363636363636
31,72457,"00-01-72457-66011",1,3,"NONE",0,0.75,3
31,99998,"88-02-99998-35369",19,47.31,"NONE",0,1,2.49
31,99998,"88-02-99998-35182",12,20.28,"NONE",0,1.125,1.69
31,99998,"88-02-99998-35364",33,65.67,"NONE",0,1.125,1.99
31,99998,"88-02-99998-35365",11,19.69,"NONE",0,1.0812,1.79
31,99998,"88-02-99998-35347",19,34.01,"NONE",0,1.125,1.79
31,99998,"88-02-99998-35276",20,49.8,"NONE",0,1,2.49
31,99998,"88-02-99998-35373",22,70.18,"NONE",0,1.125,3.19
31,99998,"88-02-99998-35197",9,17.91,"NONE",0,1.125,1.99
31,99998,"88-02-99998-35483",4,6.76,"NONE",0,1.125,1.69
31,99998,"88-02-99998-35374",7,22.33,"NONE",0,1.125,3.19
32,45300,"00-01-45300-00542",6,11.94,"NONE",0,1.0187,1.99
32,45300,"00-01-45300-00549",13,25.87,"NONE",0,1.0187,1.99
32,45300,"00-01-45300-00540",6,11.94,"NONE",0,1.0187,1.99
32,51500,"00-01-51500-00055",6,17.34,"NONE",0,1.125,2.89
32,51500,"00-01-51500-25525",11,24.42,"NONE",0,1.125,2.22
32,51500,"00-02-51500-24128",79,175.38,"NONE",0,1.125,2.22
32,51500,"00-01-51500-25544",40,88.8,"NONE",0,1.125,2.22
32,51500,"00-01-51500-24320",40,88.8,"NONE",0,1.125,2.22
32,51500,"00-01-51500-25545",15,33.3,"NONE",0,1.125,2.22
32,51500,"00-01-51500-24135",21,46.62,"NONE",0,1.125,2.22
32,51500,"00-01-51500-72000",11,24.42,"NONE",0,1.0812,2.22
32,51500,"00-01-51500-01700",32,95.68,"NONE",0,1,2.99
32,79311,"00-01-79311-00004",6,16.14,"NONE",0,1,2.69
32,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
32,51087,"08-01-51087-00006",8,37.52,"NONE",0,1,4.69
32,33776,"00-03-33776-10035",10,34.9,"NONE",0,1,3.49
32,33776,"00-01-33776-10030",9,31.41,"NONE",0,1,3.49
32,51651,"00-01-51651-09235",4,17.16,"NONE",0,1,4.29
32,48001,"00-01-48001-00643",18,57.42,"NONE",0,1.0187,3.19
32,48001,"00-01-48001-00641",5,15.95,"NONE",0,1.0187,3.19
32,48001,"00-01-48001-00687",23,73.37,"NONE",0,0.9375,3.19
32,99998,"88-02-99998-35369",15,37.35,"NONE",0,1,2.49
32,99998,"88-02-99998-35182",2,3.38,"NONE",0,1.125,1.69
32,99998,"88-02-99998-35364",42,84.07,"NONE",0,1.125,2.00166666666667
32,99998,"88-02-99998-35365",22,39.38,"NONE",0,1.0812,1.79
32,99998,"88-02-99998-35347",14,25.06,"NONE",0,1.125,1.79
32,99998,"88-02-99998-35276",29,72.21,"NONE",0,1,2.49
32,99998,"88-02-99998-35373",19,60.61,"NONE",0,1.125,3.19
32,99998,"88-02-99998-35197",10,19.9,"NONE",0,1.125,1.99
32,99998,"88-02-99998-35483",2,3.38,"NONE",0,1.125,1.69
32,99998,"88-02-99998-35374",5,15.95,"NONE",0,1.125,3.19
33,45300,"00-01-45300-00542",5,10.35,"NONE",0,1.0187,2.07
33,45300,"00-01-45300-00549",3,6.37,"NONE",0,1.0187,2.12333333333333
33,45300,"00-01-45300-00540",3,6.17,"NONE",0,1.0187,2.05666666666667
33,51500,"00-01-51500-00055",10,30.88,"NONE",0,1.125,3.088
33,51500,"00-01-51500-25525",9,17.91,"B",0,1.125,1.99
33,51500,"00-02-51500-24128",116,230.84,"B",0,1.125,1.99
33,51500,"00-01-51500-25544",61,121.39,"B",0,1.125,1.99
33,51500,"00-01-51500-24320",43,85.57,"B",0,1.125,1.99
33,51500,"00-01-51500-25545",30,59.7,"B",0,1.125,1.99
33,51500,"00-01-51500-24135",35,69.65,"B",0,1.125,1.99
33,51500,"00-01-51500-72000",31,61.69,"B",0,1.0812,1.99
33,51500,"00-01-51500-01700",29,86.71,"NONE",0,1,2.99
33,79311,"00-01-79311-00004",10,26.9,"NONE",0,1,2.69
33,79311,"00-02-79311-00003",21,56.49,"NONE",0,1,2.69
33,51087,"08-01-51087-00006",1,4.69,"NONE",0,1,4.69
33,33776,"00-03-33776-10035",5,17.45,"NONE",0,1,3.49
33,33776,"00-01-33776-10030",9,31.41,"NONE",0,1,3.49
33,51651,"00-01-51651-09235",8,33.62,"NONE",0,1,4.2025
33,48001,"00-01-48001-00643",71,133.81,"NONE",0,1.0187,1.88464788732394
33,48001,"00-01-48001-00641",20,36.44,"NONE",0,1.0187,1.822
33,48001,"00-01-48001-00687",60,126.49,"NONE",0,0.9375,2.10816666666667
33,99998,"88-02-99998-35369",27,67.23,"NONE",0,1,2.49
33,99998,"88-02-99998-35364",48,81.12,"B",0,1.125,1.69
33,99998,"88-02-99998-35365",6,10.74,"NONE",0,1.0812,1.79
33,99998,"88-02-99998-35347",19,34.01,"NONE",0,1.125,1.79
33,99998,"88-02-99998-35276",25,62.25,"NONE",0,1,2.49
33,99998,"88-02-99998-35373",15,47.85,"NONE",0,1.125,3.19
33,99998,"88-02-99998-35197",19,32.11,"B",0,1.125,1.69
33,99998,"88-02-99998-35483",2,3.48,"NONE",0,1.125,1.74
33,99998,"88-02-99998-35374",9,28.71,"NONE",0,1.125,3.19
34,45300,"00-01-45300-00542",4,8.76,"NONE",0,1.0187,2.19
34,45300,"00-01-45300-00549",10,21.9,"NONE",0,1.0187,2.19
34,45300,"00-01-45300-00540",1,2.19,"NONE",0,1.0187,2.19
34,51500,"00-01-51500-00055",5,16.1,"NONE",0,1.125,3.22
34,51500,"00-01-51500-25525",18,37.32,"NONE",0,1.125,2.07333333333333
34,51500,"00-02-51500-24128",150,314,"NONE",0,1.125,2.09333333333333
34,51500,"00-01-51500-25544",73,156.27,"NONE",0,1.125,2.14068493150685
34,51500,"00-01-51500-24320",57,123.93,"NONE",0,1.125,2.17421052631579
34,51500,"00-01-51500-25545",38,83.62,"NONE",0,1.125,2.20052631578947
34,51500,"00-01-51500-24135",40,83.6,"NONE",0,1.125,2.09
34,51500,"00-01-51500-72000",15,31.85,"NONE",0,1.0812,2.12333333333333
34,51500,"00-01-51500-01700",33,98.67,"NONE",0,1,2.99
34,79311,"00-01-79311-00004",9,24.21,"NONE",0,1,2.69
34,79311,"00-02-79311-00003",10,26.9,"NONE",0,1,2.69
34,51087,"08-01-51087-00006",5,23.45,"NONE",0,1,4.69
34,33776,"00-03-33776-10035",7,24.43,"NONE",0,1,3.49
34,33776,"00-01-33776-10030",9,31.41,"NONE",0,1,3.49
34,51651,"00-01-51651-09235",4,17.16,"NONE",0,1,4.29
34,48001,"00-01-48001-00643",77,140.88,"NONE",0,1.0187,1.82961038961039
34,48001,"00-01-48001-00641",19,37.91,"NONE",0,1.0187,1.99526315789474
34,48001,"00-01-48001-00687",53,94.66,"NONE",0,0.9375,1.78603773584906
34,72457,"00-01-72457-66011",2,7.98,"NONE",0,0.75,3.99
34,99998,"88-02-99998-35369",21,55.49,"NONE",0,1,2.64238095238095
34,99998,"88-02-99998-35182",2,3.58,"NONE",0,1.125,1.79
34,99998,"88-02-99998-35364",65,117.05,"NONE",0,1.125,1.80076923076923
34,99998,"88-02-99998-35365",5,9.95,"NONE",0,1.0812,1.99
34,99998,"88-02-99998-35347",9,17.71,"NONE",0,1.125,1.96777777777778
34,99998,"88-02-99998-35276",12,31.48,"NONE",0,1,2.62333333333333
34,99998,"88-02-99998-35373",14,44.66,"NONE",0,1.125,3.19
34,99998,"88-02-99998-35197",22,38.68,"NONE",0,1.125,1.75818181818182
34,99998,"88-02-99998-35483",10,12.5,"NONE",0,1.125,1.25
34,99998,"88-02-99998-35374",5,15.95,"NONE",0,1.125,3.19
35,45300,"00-01-45300-00542",32,53.44,"B",0,1.0187,1.67
35,45300,"00-01-45300-00549",84,140.28,"B",1,1.0187,1.67
35,45300,"00-01-45300-00540",32,53.44,"B",1,1.0187,1.67
35,51500,"00-01-51500-00055",5,16.1,"NONE",0,1.125,3.22
35,51500,"00-01-51500-25525",8,19.92,"NONE",0,1.125,2.49
35,51500,"00-02-51500-24128",89,221.61,"NONE",0,1.125,2.49
35,51500,"00-01-51500-25544",27,67.23,"NONE",0,1.125,2.49
35,51500,"00-01-51500-24320",45,112.05,"NONE",0,1.125,2.49
35,51500,"00-01-51500-25545",19,47.31,"NONE",0,1.125,2.49
35,51500,"00-01-51500-24135",22,54.78,"NONE",0,1.125,2.49
35,51500,"00-05-51500-24136",1,3.09,"NONE",0,0.75,3.09
35,51500,"00-01-51500-72000",10,24.9,"NONE",0,1.0812,2.49
35,51500,"00-01-51500-01700",26,77.74,"NONE",0,1,2.99
35,79311,"00-01-79311-00004",18,48.42,"NONE",0,1,2.69
35,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
35,51087,"08-01-51087-00006",6,28.14,"NONE",0,1,4.69
35,33776,"00-03-33776-10035",1,3.49,"NONE",0,1,3.49
35,33776,"00-01-33776-10030",1,2.5,"NONE",0,1,2.5
35,51651,"00-01-51651-09235",5,21.45,"NONE",0,1,4.29
35,48001,"00-01-48001-00643",16,51.52,"NONE",0,1.0187,3.22
35,48001,"00-01-48001-00641",10,32.2,"NONE",0,1.0187,3.22
35,48001,"00-01-48001-00687",28,90.16,"NONE",0,0.9375,3.22
35,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
35,99998,"88-02-99998-35369",12,32.28,"NONE",0,1,2.69
35,99998,"88-02-99998-35182",21,37.59,"NONE",0,1.125,1.79
35,99998,"88-02-99998-35364",41,81.59,"NONE",0,1.125,1.99
35,99998,"88-02-99998-35365",9,17.91,"NONE",0,1.0812,1.99
35,99998,"88-02-99998-35347",12,23.88,"NONE",0,1.125,1.99
35,99998,"88-02-99998-35276",20,53.8,"NONE",0,1,2.69
35,99998,"88-02-99998-35373",31,98.89,"NONE",0,1.125,3.19
35,99998,"88-02-99998-35197",14,27.86,"NONE",0,1.125,1.99
35,99998,"88-02-99998-35483",7,8.75,"NONE",0,1.125,1.25
35,99998,"88-02-99998-35374",10,31.9,"NONE",0,1.125,3.19
36,45300,"00-01-45300-00542",27,46.58,"NONE",0,1.0187,1.72518518518519
36,45300,"00-01-45300-00549",81,139.34,"NONE",0,1.0187,1.72024691358025
36,45300,"00-01-45300-00540",25,42.77,"NONE",0,1.0187,1.7108
36,51500,"00-01-51500-00055",11,28.94,"NONE",0,1.125,2.63090909090909
36,51500,"00-01-51500-25525",25,51.75,"NONE",0,1.125,2.07
36,51500,"00-02-51500-24128",167,337.33,"NONE",0,1.125,2.01994011976048
36,51500,"00-01-51500-25544",66,134.84,"NONE",0,1.125,2.0430303030303
36,51500,"00-01-51500-24320",66,134.84,"NONE",0,1.125,2.0430303030303
36,51500,"00-01-51500-25545",26,52.24,"NONE",0,1.125,2.00923076923077
36,51500,"00-01-51500-24135",46,92.54,"NONE",0,1.125,2.01173913043478
36,51500,"00-05-51500-24136",16,44.96,"NONE",0,0.75,2.81
36,51500,"00-01-51500-72000",29,58.21,"NONE",0,1.0812,2.00724137931034
36,51500,"00-01-51500-01700",29,80.99,"NONE",0,1,2.79275862068965
36,79311,"00-01-79311-00004",9,24.21,"NONE",0,1,2.69
36,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
36,51087,"08-01-51087-00006",7,32.83,"NONE",0,1,4.69
36,33776,"00-03-33776-10035",9,22.5,"NONE",0,1,2.5
36,33776,"00-01-33776-10030",13,32.5,"NONE",0,1,2.5
36,51651,"00-01-51651-09235",4,19.26,"NONE",0,1,4.815
36,48001,"00-01-48001-00643",20,64.4,"NONE",0,1.0187,3.22
36,48001,"00-01-48001-00641",10,32.2,"NONE",0,1.0187,3.22
36,48001,"00-01-48001-00687",27,86.94,"NONE",0,0.9375,3.22
36,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
36,99998,"88-02-99998-35369",10,26.9,"NONE",0,1,2.69
36,99998,"88-02-99998-35182",1,1.79,"NONE",0,1.125,1.79
36,99998,"88-02-99998-35364",28,55.72,"NONE",0,1.125,1.99
36,99998,"88-02-99998-35365",3,5.97,"NONE",0,1.0812,1.99
36,99998,"88-02-99998-35316",19,34.01,"NONE",0,1.125,1.79
36,99998,"88-02-99998-35347",5,9.95,"NONE",0,1.125,1.99
36,99998,"88-02-99998-35276",19,51.11,"NONE",0,1,2.69
36,99998,"88-02-99998-35373",27,81.13,"NONE",0,1.125,3.00481481481481
36,99998,"88-02-99998-35197",9,16.43,"NONE",0,1.125,1.82555555555556
36,99998,"88-02-99998-35374",6,17.94,"NONE",0,1.125,2.99
37,45300,"00-01-45300-00542",3,6.57,"NONE",0,1.0187,2.19
37,45300,"00-01-45300-00549",6,13.14,"NONE",0,1.0187,2.19
37,45300,"00-01-45300-00540",3,6.57,"NONE",0,1.0187,2.19
37,51500,"00-01-51500-00055",9,22.5,"NONE",0,1.125,2.5
37,51500,"00-01-51500-25525",7,13.93,"NONE",0,1.125,1.99
37,51500,"00-02-51500-24128",190,378.1,"NONE",0,1.125,1.99
37,51500,"00-01-51500-25544",56,111.44,"NONE",0,1.125,1.99
37,51500,"00-01-51500-24320",66,131.34,"NONE",0,1.125,1.99
37,51500,"00-01-51500-24135",51,101.49,"NONE",0,1.125,1.99
37,51500,"00-05-51500-24136",13,36.01,"NONE",0,0.75,2.77
37,51500,"00-01-51500-72000",27,53.73,"NONE",0,1.0812,1.99
37,51500,"00-01-51500-01700",45,124.65,"NONE",0,1,2.77
37,79311,"00-01-79311-00004",18,48.42,"NONE",0,1,2.69
