"WEEK","VEND","UPC","UNITS","DOLLARS","F","D","VOL_EQ","PPU"
63,99998,"88-02-99998-35373",17,54.23,"NONE",0,1.125,3.19
63,99998,"88-02-99998-35197",13,22.07,"NONE",0,1.125,1.69769230769231
63,99998,"88-02-99998-35374",9,28.21,"NONE",0,1.125,3.13444444444444
64,45300,"00-01-45300-00542",23,43.47,"NONE",0,1.0187,1.89
64,45300,"00-01-45300-00549",27,51.03,"NONE",0,1.0187,1.89
64,45300,"00-01-45300-00540",24,45.36,"NONE",0,1.0187,1.89
64,51500,"00-01-51500-00055",2,6.44,"NONE",0,1.125,3.22
64,51500,"00-01-51500-25525",2,4.48,"NONE",0,1.125,2.24
64,51500,"00-02-51500-24128",71,159.04,"NONE",0,1.125,2.24
64,51500,"00-01-51500-25544",32,71.68,"NONE",0,1.125,2.24
64,51500,"00-01-51500-24320",31,69.44,"NONE",0,1.125,2.24
64,51500,"00-01-51500-25545",22,49.28,"NONE",0,1.125,2.24
64,51500,"00-01-51500-24135",17,38.08,"NONE",0,1.125,2.24
64,51500,"00-01-51500-24301",16,35.84,"NONE",0,1.125,2.24
64,51500,"00-05-51500-24136",19,58.71,"NONE",0,0.75,3.09
64,51500,"00-01-51500-72000",16,35.84,"NONE",0,1.0812,2.24
64,51500,"00-01-51500-01700",23,68.77,"NONE",0,1,2.99
64,79311,"00-01-79311-00004",10,26.9,"NONE",0,1,2.69
64,79311,"00-02-79311-00003",30,80.7,"NONE",0,1,2.69
64,51087,"08-01-51087-00003",2,9.38,"NONE",0,1,4.69
64,51087,"08-01-51087-00006",1,4.69,"NONE",0,1,4.69
64,51651,"00-01-51651-09235",9,44.91,"NONE",0,1,4.99
64,48001,"00-01-48001-00643",25,74.75,"NONE",0,1.0187,2.99
64,48001,"00-01-48001-00641",12,35.88,"NONE",0,1.0187,2.99
64,48001,"00-01-48001-00687",26,77.74,"NONE",0,0.9375,2.99
64,72457,"00-01-72457-66011",5,13.25,"NONE",0,0.75,2.65
64,99998,"88-02-99998-35369",26,65,"NONE",1,1,2.5
64,99998,"88-02-99998-35364",80,133.6,"B",0,1.125,1.67
64,99998,"88-02-99998-35365",7,11.69,"B",0,1.0812,1.67
64,99998,"88-02-99998-35316",15,20.85,"NONE",0,1.125,1.39
64,99998,"88-02-99998-35347",19,31.73,"B",0,1.125,1.67
64,99998,"88-02-99998-35276",55,137.5,"NONE",1,1,2.5
64,99998,"88-02-99998-35373",10,31.9,"NONE",0,1.125,3.19
64,99998,"88-02-99998-35197",24,38.4,"B",0,1.125,1.6
64,99998,"88-02-99998-35374",4,12.76,"NONE",0,1.125,3.19
65,45300,"00-01-45300-00542",16,30.24,"NONE",0,1.0187,1.89
65,45300,"00-01-45300-00549",16,30.24,"NONE",0,1.0187,1.89
65,45300,"00-01-45300-00540",11,20.79,"NONE",0,1.0187,1.89
65,51500,"00-01-51500-00055",5,16.1,"NONE",0,1.125,3.22
65,51500,"00-01-51500-25525",7,11.69,"B",0,1.125,1.67
65,51500,"00-02-51500-24128",248,414.16,"B",1,1.125,1.67
65,51500,"00-01-51500-25544",75,125.25,"B",0,1.125,1.67
65,51500,"00-01-51500-24320",51,85.17,"B",0,1.125,1.67
65,51500,"00-01-51500-25545",23,38.41,"B",0,1.125,1.67
65,51500,"00-01-51500-24135",43,71.81,"B",1,1.125,1.67
65,51500,"00-01-51500-24301",18,30.06,"B",0,1.125,1.67
65,51500,"00-05-51500-24136",14,43.26,"NONE",0,0.75,3.09
65,51500,"00-01-51500-72000",44,73.48,"B",0,1.0812,1.67
65,51500,"00-01-51500-01700",24,71.76,"NONE",0,1,2.99
65,79311,"00-01-79311-00004",15,40.35,"NONE",0,1,2.69
65,79311,"00-02-79311-00003",12,32.28,"NONE",0,1,2.69
65,51087,"08-01-51087-00003",1,4.69,"NONE",0,1,4.69
65,51087,"08-01-51087-00006",3,14.07,"NONE",0,1,4.69
65,51087,"08-01-51087-00005",3,14.07,"NONE",0,1,4.69
65,51087,"08-01-51087-00025",3,15.87,"NONE",0,1,5.29
65,51651,"00-01-51651-09235",2,9.98,"NONE",0,1,4.99
65,48001,"00-01-48001-00643",14,41.86,"NONE",0,1.0187,2.99
65,48001,"00-01-48001-00641",4,11.96,"NONE",0,1.0187,2.99
65,48001,"00-01-48001-00687",30,89.7,"NONE",0,0.9375,2.99
65,72457,"00-01-72457-66011",1,2.65,"NONE",0,0.75,2.65
65,99998,"88-02-99998-35369",29,72.5,"NONE",0,1,2.5
65,99998,"88-02-99998-35364",48,80.7,"NONE",0,1.125,1.68125
65,99998,"88-02-99998-35365",6,10.66,"NONE",0,1.0812,1.77666666666667
65,99998,"88-02-99998-35316",11,15.29,"NONE",0,1.125,1.39
65,99998,"88-02-99998-35347",9,15.34,"NONE",0,1.125,1.70444444444444
65,99998,"88-02-99998-35276",25,62.5,"NONE",0,1,2.5
65,99998,"88-02-99998-35373",16,50.54,"NONE",0,1.125,3.15875
65,99998,"88-02-99998-35197",25,40.86,"NONE",0,1.125,1.6344
65,99998,"88-02-99998-35374",5,15.95,"NONE",0,1.125,3.19
66,45300,"00-01-45300-00542",9,19.71,"NONE",0,1.0187,2.19
66,45300,"00-01-45300-00549",10,21.3,"NONE",0,1.0187,2.13
66,45300,"00-01-45300-00540",4,8.46,"NONE",0,1.0187,2.115
66,51500,"00-01-51500-00055",6,19.32,"NONE",0,1.125,3.22
66,51500,"00-01-51500-25525",25,44,"NONE",0,1.125,1.76
66,51500,"00-02-51500-24128",207,364.86,"NONE",0,1.125,1.76260869565217
66,51500,"00-01-51500-25544",49,88.63,"NONE",0,1.125,1.80877551020408
66,51500,"00-01-51500-24320",73,129.22,"NONE",0,1.125,1.77013698630137
66,51500,"00-01-51500-25545",26,46.24,"NONE",0,1.125,1.77846153846154
66,51500,"00-01-51500-24135",57,97.39,"NONE",0,1.125,1.70859649122807
66,51500,"00-01-51500-24301",37,65.73,"NONE",0,1.125,1.77648648648649
66,51500,"00-05-51500-24136",16,42.14,"NONE",0,0.75,2.63375
66,51500,"00-01-51500-72000",25,43.99,"NONE",0,1.0812,1.7596
66,51500,"00-01-51500-01700",33,98.67,"NONE",0,1,2.99
66,79311,"00-01-79311-00004",27,67.63,"NONE",0,1,2.50481481481481
66,79311,"00-02-79311-00003",30,75.5,"NONE",0,1,2.51666666666667
66,51087,"08-01-51087-00003",3,14.07,"NONE",0,1,4.69
66,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
66,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
66,51651,"00-01-51651-09235",9,44.91,"NONE",0,1,4.99
66,48001,"00-01-48001-00643",142,237.14,"B",1,1.0187,1.67
66,48001,"00-01-48001-00641",70,116.9,"B",1,1.0187,1.67
66,48001,"00-01-48001-00687",123,226.25,"NONE",1,0.9375,1.83943089430894
66,72457,"00-01-72457-66011",1,1.89,"NONE",0,0.75,1.89
66,99998,"88-02-99998-35369",12,31.71,"NONE",0,1,2.6425
66,99998,"88-02-99998-35364",17,30.43,"NONE",0,1.125,1.79
66,99998,"88-02-99998-35365",4,7.96,"NONE",0,1.0812,1.99
66,99998,"88-02-99998-35316",20,27.8,"NONE",0,1.125,1.39
66,99998,"88-02-99998-35347",5,9.95,"NONE",0,1.125,1.99
66,99998,"88-02-99998-35276",25,66.11,"NONE",0,1,2.6444
66,99998,"88-02-99998-35373",16,48.04,"NONE",0,1.125,3.0025
66,99998,"88-02-99998-35197",20,32.2,"NONE",0,1.125,1.61
66,99998,"88-02-99998-35374",9,26.91,"NONE",0,1.125,2.99
67,45300,"00-01-45300-00542",13,28.47,"NONE",0,1.0187,2.19
67,45300,"00-01-45300-00549",1,2.19,"NONE",0,1.0187,2.19
67,45300,"00-01-45300-00540",4,8.76,"NONE",0,1.0187,2.19
67,51500,"00-01-51500-00055",5,16.1,"NONE",0,1.125,3.22
67,51500,"00-01-51500-25525",7,15.68,"NONE",0,1.125,2.24
67,51500,"00-02-51500-24128",57,127.68,"NONE",0,1.125,2.24
67,51500,"00-01-51500-25544",30,67.2,"NONE",0,1.125,2.24
67,51500,"00-01-51500-24320",31,69.44,"NONE",0,1.125,2.24
67,51500,"00-01-51500-25545",16,35.84,"NONE",0,1.125,2.24
67,51500,"00-01-51500-24135",16,35.84,"NONE",0,1.125,2.24
67,51500,"00-01-51500-24301",13,29.12,"NONE",0,1.125,2.24
67,51500,"00-05-51500-24136",15,35.4,"NONE",0,0.75,2.36
67,51500,"00-01-51500-72000",12,26.88,"NONE",0,1.0812,2.24
67,51500,"00-01-51500-01700",24,71.76,"NONE",0,1,2.99
67,79311,"00-01-79311-00004",23,57.27,"NONE",0,1,2.49
67,79311,"00-02-79311-00003",36,89.64,"NONE",0,1,2.49
67,51087,"08-01-51087-00003",1,4.69,"NONE",0,1,4.69
67,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
67,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
67,51087,"08-01-51087-00025",1,5.29,"NONE",0,1,5.29
67,51651,"00-01-51651-09235",1,4.99,"NONE",0,1,4.99
67,48001,"00-01-48001-00643",385,498.1,"NONE",0,1.0187,1.29376623376623
67,48001,"00-01-48001-00641",199,237.54,"NONE",0,1.0187,1.19366834170854
67,48001,"00-01-48001-00687",195,266.95,"NONE",0,0.9375,1.36897435897436
67,72457,"00-01-72457-66011",1,1.89,"NONE",0,0.75,1.89
67,99998,"88-02-99998-35369",11,29.59,"NONE",0,1,2.69
67,99998,"88-02-99998-35364",45,75.15,"B",0,1.125,1.67
67,99998,"88-02-99998-35365",6,10.02,"B",0,1.0812,1.67
67,99998,"88-02-99998-35316",8,11.12,"NONE",0,1.125,1.39
67,99998,"88-02-99998-35347",16,26.72,"B",0,1.125,1.67
67,99998,"88-02-99998-35276",13,34.97,"NONE",0,1,2.69
67,99998,"88-02-99998-35373",34,101.66,"NONE",0,1.125,2.99
67,99998,"88-02-99998-35197",30,47.86,"B",0,1.125,1.59533333333333
67,99998,"88-02-99998-35374",3,8.97,"NONE",0,1.125,2.99
68,45300,"00-01-45300-00542",9,19.71,"NONE",0,1.0187,2.19
68,45300,"00-01-45300-00549",14,30.66,"NONE",0,1.0187,2.19
68,45300,"00-01-45300-00540",2,4.38,"NONE",0,1.0187,2.19
68,51500,"00-01-51500-00055",7,22.54,"NONE",0,1.125,3.22
68,51500,"00-01-51500-25525",4,8.96,"NONE",0,1.125,2.24
68,51500,"00-02-51500-24128",63,141.12,"NONE",0,1.125,2.24
68,51500,"00-01-51500-25544",29,64.96,"NONE",0,1.125,2.24
68,51500,"00-01-51500-24320",36,80.64,"NONE",0,1.125,2.24
68,51500,"00-01-51500-25545",15,33.6,"NONE",0,1.125,2.24
68,51500,"00-01-51500-24135",12,26.88,"NONE",0,1.125,2.24
68,51500,"00-01-51500-24301",19,42.56,"NONE",0,1.125,2.24
68,51500,"00-05-51500-24136",19,44.84,"NONE",0,0.75,2.36
68,51500,"00-01-51500-72000",11,24.64,"NONE",0,1.0812,2.24
68,51500,"00-01-51500-01700",24,71.76,"NONE",0,1,2.99
68,79311,"00-01-79311-00004",26,64.74,"NONE",0,1,2.49
68,79311,"00-02-79311-00003",39,97.11,"NONE",0,1,2.49
68,51087,"08-01-51087-00003",2,9.38,"NONE",0,1,4.69
68,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
68,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
68,51087,"08-01-51087-00025",1,5.29,"NONE",0,1,5.29
68,51651,"00-01-51651-09235",5,24.95,"NONE",0,1,4.99
68,48001,"00-01-48001-00643",13,38.87,"NONE",0,1.0187,2.99
68,48001,"00-01-48001-00641",7,20.93,"NONE",0,1.0187,2.99
68,48001,"00-01-48001-00687",39,116.61,"NONE",0,0.9375,2.99
68,99998,"88-02-99998-35369",13,34.97,"NONE",0,1,2.69
68,99998,"88-02-99998-35364",61,103.74,"NONE",0,1.125,1.70065573770492
68,99998,"88-02-99998-35365",6,10.98,"NONE",0,1.0812,1.83
68,99998,"88-02-99998-35316",14,19.46,"NONE",0,1.125,1.39
68,99998,"88-02-99998-35347",11,18.36,"NONE",0,1.125,1.66909090909091
68,99998,"88-02-99998-35276",17,45.73,"NONE",0,1,2.69
68,99998,"88-02-99998-35373",23,68.77,"NONE",0,1.125,2.99
68,99998,"88-02-99998-35197",31,50.97,"NONE",0,1.125,1.6441935483871
68,99998,"88-02-99998-35374",9,26.91,"NONE",0,1.125,2.99
69,45300,"00-01-45300-00542",4,8.76,"NONE",0,1.0187,2.19
69,45300,"00-01-45300-00549",8,17.52,"NONE",0,1.0187,2.19
69,45300,"00-01-45300-00540",5,10.95,"NONE",0,1.0187,2.19
69,51500,"00-01-51500-00055",7,22.54,"NONE",0,1.125,3.22
69,51500,"00-01-51500-25525",4,8.96,"NONE",0,1.125,2.24
69,51500,"00-02-51500-24128",76,170.24,"NONE",0,1.125,2.24
69,51500,"00-01-51500-25544",32,71.68,"NONE",0,1.125,2.24
69,51500,"00-01-51500-24320",34,76.16,"NONE",0,1.125,2.24
69,51500,"00-01-51500-25545",21,47.04,"NONE",0,1.125,2.24
69,51500,"00-01-51500-24135",18,40.32,"NONE",0,1.125,2.24
69,51500,"00-01-51500-24301",20,44.8,"NONE",0,1.125,2.24
69,51500,"00-05-51500-24136",13,30.68,"NONE",0,0.75,2.36
69,51500,"00-01-51500-72000",15,33.6,"NONE",0,1.0812,2.24
69,51500,"00-01-51500-01700",31,92.69,"NONE",0,1,2.99
69,79311,"00-01-79311-00004",20,49.8,"NONE",0,1,2.49
69,79311,"00-02-79311-00003",11,27.39,"NONE",0,1,2.49
69,51087,"08-01-51087-00003",6,28.14,"NONE",0,1,4.69
69,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
69,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
69,51087,"08-01-51087-00025",3,15.87,"NONE",0,1,5.29
69,51651,"00-01-51651-09235",3,14.97,"NONE",0,1,4.99
69,48001,"00-01-48001-00643",18,53.82,"NONE",0,1.0187,2.99
69,48001,"00-01-48001-00641",6,17.94,"NONE",0,1.0187,2.99
69,48001,"00-01-48001-00687",30,89.7,"NONE",0,0.9375,2.99
69,99998,"88-02-99998-35369",16,43.04,"NONE",0,1,2.69
69,99998,"88-02-99998-35364",37,66.23,"NONE",0,1.125,1.79
69,99998,"88-02-99998-35365",6,11.94,"NONE",0,1.0812,1.99
69,99998,"88-02-99998-35316",7,9.73,"NONE",0,1.125,1.39
69,99998,"88-02-99998-35347",4,7.96,"NONE",0,1.125,1.99
69,99998,"88-02-99998-35276",23,61.87,"NONE",0,1,2.69
69,99998,"88-02-99998-35373",23,68.77,"NONE",0,1.125,2.99
69,99998,"88-02-99998-35197",19,30.81,"NONE",0,1.125,1.62157894736842
69,99998,"88-02-99998-35374",5,14.95,"NONE",0,1.125,2.99
70,45300,"00-01-45300-00542",8,17.52,"NONE",0,1.0187,2.19
70,45300,"00-01-45300-00549",5,10.95,"NONE",0,1.0187,2.19
70,45300,"00-01-45300-00540",3,6.57,"NONE",0,1.0187,2.19
70,51500,"00-01-51500-00055",7,22.54,"NONE",0,1.125,3.22
70,51500,"00-01-51500-25525",8,13.93,"NONE",0,1.125,1.74125
70,51500,"00-02-51500-24128",161,275.51,"NONE",0,1.125,1.71124223602484
70,51500,"00-01-51500-25544",62,105.19,"NONE",0,1.125,1.69661290322581
70,51500,"00-01-51500-24320",63,109.11,"NONE",0,1.125,1.73190476190476
70,51500,"00-01-51500-25545",37,63.46,"NONE",0,1.125,1.71513513513514
70,51500,"00-01-51500-24135",44,75.68,"NONE",0,1.125,1.72
70,51500,"00-01-51500-24301",21,35.6,"NONE",0,1.125,1.6952380952381
70,51500,"00-05-51500-24136",7,16.52,"NONE",0,0.75,2.36
70,51500,"00-01-51500-72000",27,47.93,"NONE",0,1.0812,1.77518518518519
70,51500,"00-01-51500-01700",38,113.62,"NONE",0,1,2.99
70,79311,"00-01-79311-00004",12,31.88,"NONE",0,1,2.65666666666667
70,79311,"00-02-79311-00003",19,49.91,"NONE",0,1,2.62684210526316
70,51087,"08-01-51087-00006",1,4.69,"NONE",0,1,4.69
70,51651,"00-01-51651-09235",5,24.95,"NONE",0,1,4.99
70,48001,"00-01-48001-00643",144,240.48,"B",1,1.0187,1.67
70,48001,"00-01-48001-00641",50,83.5,"B",1,1.0187,1.67
70,48001,"00-01-48001-00687",51,108.85,"NONE",1,0.9375,2.1343137254902
70,99998,"88-02-99998-35369",12,30.19,"NONE",0,1,2.51583333333333
70,99998,"88-02-99998-35364",14,25.06,"NONE",0,1.125,1.79
70,99998,"88-02-99998-35365",3,5.97,"NONE",0,1.0812,1.99
70,99998,"88-02-99998-35316",13,18.07,"NONE",0,1.125,1.39
70,99998,"88-02-99998-35347",4,7.96,"NONE",0,1.125,1.99
70,99998,"88-02-99998-35276",21,52.69,"NONE",0,1,2.50904761904762
70,99998,"88-02-99998-35373",13,41.47,"NONE",0,1.125,3.19
70,99998,"88-02-99998-35197",12,19.88,"NONE",0,1.125,1.65666666666667
70,99998,"88-02-99998-35374",8,25.12,"NONE",0,1.125,3.14
71,45300,"00-01-45300-00542",8,17.52,"NONE",0,1.0187,2.19
71,45300,"00-01-45300-00549",7,15.33,"NONE",0,1.0187,2.19
71,45300,"00-01-45300-00540",2,4.38,"NONE",0,1.0187,2.19
71,51500,"00-01-51500-00055",3,9.66,"NONE",0,1.125,3.22
71,51500,"00-01-51500-25525",14,23.36,"B",0,1.125,1.66857142857143
71,51500,"00-02-51500-24128",314,523.93,"B",0,1.125,1.66856687898089
71,51500,"00-01-51500-25544",89,148.54,"B",0,1.125,1.66898876404494
71,51500,"00-01-51500-24320",94,156.82,"B",0,1.125,1.66829787234043
71,51500,"00-01-51500-25545",49,81.75,"B",0,1.125,1.66836734693878
71,51500,"00-01-51500-24135",79,131.83,"B",0,1.125,1.66873417721519
71,51500,"00-01-51500-24301",38,63.37,"B",0,1.125,1.66763157894737
71,51500,"00-05-51500-24136",15,35.4,"NONE",0,0.75,2.36
71,51500,"00-01-51500-72000",34,56.71,"B",0,1.0812,1.66794117647059
71,51500,"00-01-51500-01700",35,104.52,"NONE",0,1,2.98628571428571
71,79311,"00-01-79311-00004",10,26.9,"NONE",0,1,2.69
71,79311,"00-02-79311-00003",17,45.73,"NONE",0,1,2.69
71,51087,"08-01-51087-00003",3,14.07,"NONE",0,1,4.69
71,51087,"08-01-51087-00006",3,14.07,"NONE",0,1,4.69
71,51087,"08-01-51087-00005",6,28.14,"NONE",0,1,4.69
71,51087,"08-01-51087-00025",2,10.58,"NONE",0,1,5.29
71,51651,"00-01-51651-09235",8,39.92,"NONE",0,1,4.99
71,48001,"00-01-48001-00643",113,195.15,"NONE",0,1.0187,1.72699115044248
71,48001,"00-01-48001-00641",49,81.7,"NONE",0,1.0187,1.66734693877551
71,48001,"00-01-48001-00687",85,157.64,"NONE",0,0.9375,1.85458823529412
71,99998,"88-02-99998-35369",21,52.5,"NONE",0,1,2.5
71,99998,"88-02-99998-35364",20,35.8,"NONE",0,1.125,1.79
71,99998,"88-02-99998-35365",4,7.96,"NONE",0,1.0812,1.99
71,99998,"88-02-99998-35316",10,13.9,"NONE",0,1.125,1.39
71,99998,"88-02-99998-35347",9,17.91,"NONE",0,1.125,1.99
71,99998,"88-02-99998-35276",43,107.5,"NONE",0,1,2.5
71,99998,"88-02-99998-35373",14,44.66,"NONE",0,1.125,3.19
71,99998,"88-02-99998-35197",6,9.14,"NONE",0,1.125,1.52333333333333
71,99998,"88-02-99998-35374",3,9.57,"NONE",0,1.125,3.19
72,45300,"00-01-45300-00542",26,43.42,"B",0,1.0187,1.67
72,45300,"00-01-45300-00549",56,93.52,"B",0,1.0187,1.67
72,45300,"00-01-45300-00540",21,35.07,"B",0,1.0187,1.67
72,51500,"00-01-51500-00055",6,19.32,"NONE",0,1.125,3.22
72,51500,"00-01-51500-25525",6,10.01,"NONE",0,1.125,1.66833333333333
72,51500,"00-02-51500-24128",256,426.7,"NONE",0,1.125,1.666796875
72,51500,"00-01-51500-25544",67,111.8,"NONE",0,1.125,1.66865671641791
72,51500,"00-01-51500-24320",55,91.79,"NONE",0,1.125,1.66890909090909
72,51500,"00-01-51500-25545",30,50.08,"NONE",0,1.125,1.66933333333333
72,51500,"00-01-51500-24135",81,134.96,"NONE",0,1.125,1.66617283950617
72,51500,"00-01-51500-24301",42,70.09,"NONE",0,1.125,1.66880952380952
72,51500,"00-05-51500-24136",6,14.16,"NONE",0,0.75,2.36
72,51500,"00-01-51500-72000",27,45.08,"NONE",0,1.0812,1.66962962962963
72,51500,"00-01-51500-01700",20,59.8,"NONE",0,1,2.99
72,79311,"00-01-79311-00004",10,26.9,"NONE",0,1,2.69
72,79311,"00-02-79311-00003",15,40.35,"NONE",0,1,2.69
72,51087,"08-01-51087-00003",5,21.1,"NONE",0,1,4.22
72,51087,"08-01-51087-00006",3,11.72,"NONE",0,1,3.90666666666667
72,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
72,51087,"08-01-51087-00025",2,10.58,"NONE",0,1,5.29
72,51651,"00-01-51651-09235",3,14.97,"NONE",0,1,4.99
72,48001,"00-01-48001-00643",19,56.81,"NONE",0,1.0187,2.99
72,48001,"00-01-48001-00641",7,20.93,"NONE",0,1.0187,2.99
72,48001,"00-01-48001-00687",39,116.55,"NONE",0,0.9375,2.98846153846154
72,99998,"88-02-99998-35369",34,85,"NONE",0,1,2.5
72,99998,"88-02-99998-35364",34,60.8,"NONE",0,1.125,1.78823529411765
72,99998,"88-02-99998-35365",9,17.91,"NONE",0,1.0812,1.99
72,99998,"88-02-99998-35316",12,16.68,"NONE",0,1.125,1.39
72,99998,"88-02-99998-35347",6,11.94,"NONE",0,1.125,1.99
72,99998,"88-02-99998-35276",35,87.5,"NONE",0,1,2.5
72,99998,"88-02-99998-35373",17,54.23,"NONE",0,1.125,3.19
72,99998,"88-02-99998-35197",15,22.45,"NONE",0,1.125,1.49666666666667
72,99998,"88-02-99998-35374",9,28.71,"NONE",0,1.125,3.19
73,45300,"00-01-45300-00542",31,53.8,"NONE",0,1.0187,1.73548387096774
73,45300,"00-01-45300-00549",51,86.63,"NONE",0,1.0187,1.69862745098039
73,45300,"00-01-45300-00540",21,35.04,"NONE",0,1.0187,1.66857142857143
73,51500,"00-01-51500-00055",6,19.32,"NONE",0,1.125,3.22
73,51500,"00-01-51500-25525",12,20.03,"NONE",0,1.125,1.66916666666667
73,51500,"00-02-51500-24128",220,366.67,"NONE",0,1.125,1.66668181818182
73,51500,"00-01-51500-25544",18,30,"NONE",0,1.125,1.66666666666667
73,51500,"00-01-51500-24320",30,49.99,"NONE",0,1.125,1.66633333333333
73,51500,"00-01-51500-25545",57,95.02,"NONE",0,1.125,1.66701754385965
73,51500,"00-01-51500-24135",83,138.2,"NONE",0,1.125,1.66506024096386
73,51500,"00-01-51500-24301",33,54.9,"NONE",0,1.125,1.66363636363636
73,51500,"00-05-51500-24136",16,37.76,"NONE",0,0.75,2.36
73,51500,"00-01-51500-72000",25,41.71,"NONE",0,1.0812,1.6684
73,51500,"00-01-51500-01700",29,86.5,"NONE",0,1,2.98275862068966
73,79311,"00-01-79311-00004",12,32.21,"NONE",0,1,2.68416666666667
73,79311,"00-02-79311-00003",15,40.27,"NONE",0,1,2.68466666666667
73,51087,"08-01-51087-00003",3,14.07,"NONE",0,1,4.69
73,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
73,51087,"08-01-51087-00005",2,9.38,"NONE",0,1,4.69
73,51087,"08-01-51087-00025",5,26.45,"NONE",0,1,5.29
73,51651,"00-01-51651-09235",11,54.89,"NONE",0,1,4.99
73,48001,"00-01-48001-00643",23,57.57,"NONE",0,1.0187,2.50304347826087
73,48001,"00-01-48001-00641",12,31.47,"NONE",0,1.0187,2.6225
73,48001,"00-01-48001-00687",20,50.7,"NONE",0,0.9375,2.535
73,99998,"88-02-99998-35369",24,60,"NONE",0,1,2.5
73,99998,"88-02-99998-35364",29,51.85,"NONE",0,1.125,1.78793103448276
73,99998,"88-02-99998-35365",6,11.94,"NONE",0,1.0812,1.99
73,99998,"88-02-99998-35316",13,18.07,"NONE",0,1.125,1.39
73,99998,"88-02-99998-35347",4,7.96,"NONE",0,1.125,1.99
73,99998,"88-02-99998-35276",38,94.73,"NONE",0,1,2.49289473684211
73,99998,"88-02-99998-35373",19,60.61,"NONE",0,1.125,3.19
73,99998,"88-02-99998-35197",21,32.3,"NONE",0,1.125,1.53809523809524
73,99998,"88-02-99998-35374",9,28.71,"NONE",0,1.125,3.19
74,45300,"00-01-45300-00542",5,10.95,"NONE",0,1.0187,2.19
74,45300,"00-01-45300-00549",6,13.14,"NONE",0,1.0187,2.19
74,51500,"00-01-51500-00055",5,16.1,"NONE",0,1.125,3.22
74,51500,"00-01-51500-25525",3,6.15,"NONE",0,1.125,2.05
74,51500,"00-02-51500-24128",62,130.84,"NONE",0,1.125,2.11032258064516
74,51500,"00-01-51500-25544",22,47.57,"NONE",0,1.125,2.16227272727273
74,51500,"00-01-51500-24320",40,89.49,"NONE",0,1.125,2.23725
74,51500,"00-01-51500-25545",10,21.26,"NONE",0,1.125,2.126
74,51500,"00-01-51500-24135",20,40.8,"NONE",0,1.125,2.04
74,51500,"00-01-51500-24301",17,38.08,"NONE",0,1.125,2.24
74,51500,"00-05-51500-24136",7,16.52,"NONE",0,0.75,2.36
74,51500,"00-01-51500-72000",10,21.25,"NONE",0,1.0812,2.125
74,51500,"00-01-51500-01700",22,65.52,"NONE",0,1,2.97818181818182
74,79311,"00-01-79311-00004",7,18.83,"NONE",0,1,2.69
74,79311,"00-02-79311-00003",19,51.11,"NONE",0,1,2.69
74,51087,"08-01-51087-00003",2,9.07,"NONE",0,1,4.535
74,51087,"08-01-51087-00006",2,9.38,"NONE",0,1,4.69
74,51087,"08-01-51087-00005",3,14.07,"NONE",0,1,4.69
74,51651,"00-01-51651-09235",2,9.98,"NONE",0,1,4.99
74,48001,"00-01-48001-00643",15,34.35,"NONE",0,1.0187,2.29
74,48001,"00-01-48001-00641",6,13.74,"NONE",0,1.0187,2.29
74,48001,"00-01-48001-00687",32,73.28,"NONE",0,0.9375,2.29
74,99998,"88-02-99998-35369",17,45.73,"NONE",0,1,2.69
74,99998,"88-02-99998-35364",22,39.38,"NONE",0,1.125,1.79
74,99998,"88-02-99998-35365",4,7.96,"NONE",0,1.0812,1.99
74,99998,"88-02-99998-35316",7,9.73,"NONE",0,1.125,1.39
74,99998,"88-02-99998-35347",5,9.95,"NONE",0,1.125,1.99
74,99998,"88-02-99998-35276",11,29.02,"NONE",0,1,2.63818181818182
74,99998,"88-02-99998-35373",24,72.06,"NONE",0,1.125,3.0025
74,99998,"88-02-99998-35197",14,22.98,"NONE",0,1.125,1.64142857142857
74,99998,"88-02-99998-35374",8,24.52,"NONE",0,1.125,3.065
75,45300,"00-01-45300-00542",9,19.71,"NONE",0,1.0187,2.19
75,45300,"00-01-45300-00549",4,8.76,"NONE",0,1.0187,2.19
75,45300,"00-01-45300-00540",2,4.38,"NONE",0,1.0187,2.19
75,51500,"00-01-51500-00055",7,22.54,"NONE",0,1.125,3.22
75,51500,"00-01-51500-25525",10,22.4,"NONE",0,1.125,2.24
75,51500,"00-02-51500-24128",73,163.52,"NONE",0,1.125,2.24
75,51500,"00-01-51500-25544",34,76.16,"NONE",0,1.125,2.24
75,51500,"00-01-51500-24320",30,67.2,"NONE",0,1.125,2.24
75,51500,"00-01-51500-25545",15,33.6,"NONE",0,1.125,2.24
75,51500,"00-01-51500-24135",14,31.36,"NONE",0,1.125,2.24
75,51500,"00-01-51500-24301",19,42.56,"NONE",0,1.125,2.24
